"date"	"_id"	"time"	"ipAddress"	"uploadSpeed"	"downloadSpeed"	"ping"	"city"	"latitude"	"longitude"	"internetProvider"	"__v"	"userID"
"2022-03-31"	"6245bd633b299db897082ae1"	"14:39:46.233"	"71.235.24.142"	21.5	119.6	32.7	"Jericho, VT"	44.459	-72.9552	"Comcast Cable Communications, LLC"	0	"350a63bc-e52d-400a-8c69-80f310e7b697"
"2022-03-31"	"6245bd853b299db897082ae6"	"14:40:40.159"	"73.249.1.177"	9.6	83.5	45	"Worcester, VT"	44.367872	-72.5286912	"Comcast Cable Communications, LLC"	0	"bce52d80-0a0c-4980-b310-e7b697876a9d"
"2022-04-14"	"6258ae9d64a4750004a61b66"	"23:30:02.328"		0.4	36.31	43.1					0	"6dc0f8091940a4b86043267e82cdbd648ecffc9dfbfa42b3878ca30c99d75bed"
"2022-04-16"	"6258b74c55190794cf1163e4"	"18:27:24.086"	"24.2.150.178"	2786.5	28.7	1.6	"undefined, undefined"	43.6609014	-72.3059217	"Comcast Cable Communications, LLC"	0	"6c7f3765-8f8c-44a8-a2f7-f6f75fb6aa70"
"2022-04-16"	"625b156fc4b9ef8d5983c326"	"19:14:27.823"	"24.2.150.178"	6.4	68.7	34.4	"West Lebanon, NH"	43.644	-72.3007	"Comcast Cable Communications, LLC"	0	"b02e8c8f-f684-4d42-bc20-6c68518ebeb5"
"2022-04-21"	"6261d9c804edbfd6eaa8d518"	"22:24:46.886"	"24.2.150.178"	4206.9	19.9	1.9	"undefined, undefined"	43.6600832	-72.3156992	"Comcast Cable Communications, LLC"	0	"6c7f3765-8f8c-44a8-a2f7-f6f75fb6aa70"
"2022-04-22"	"6262a15eabebfe59dba11f42"	"12:36:17.735"	"73.249.1.177"	12.6	130.3	36.4	"Montpelier, VT"	44.2630144	-72.5778432	"Comcast Cable Communications, LLC"	0	"405ac498-b46b-4510-b73d-d16550b21ef8"
"2022-04-28"	"626b1d4255bf2ec0bda975b4"	"23:03:02.908"	"24.2.150.178"	5.6	137.4	35.9	"West Lebanon, NH"	43.644	-72.3007	"Comcast Cable Communications, LLC"	0	"b02e8c8f-f684-4d42-bc20-6c68518ebeb5"
"2022-05-04"	"626b2fa82736721bb4e093df"	"16:59:10.912"	"71.198.157.78"	11.8	288.9	143	"Salinas, CA"	36.56680888739069	-121.70635666155434	"Comcast Cable Communications, LLC"	0	"6620a567-67a8-4d49-b80c-b8541ff6be7b"
"2022-05-14"	"627d76da82fbbe66c84759ae"	"22:00:29.495"	"71.198.157.78"	12	69.5	131	"Salinas, CA"	36.56679524999999	-121.706538125	"Comcast Cable Communications, LLC"	0	"ab83f777-3d4f-4a7f-a12d-9b762acd6653"
"2022-05-12"	"627d941c5fe748bfd151d323"	"23:10:56.158"	"143.244.47.86"	22.6	175.8	38	"Contoocook, NH"	43.17193603379299	-71.73475638703218	"DataCamp Limited"	0	"892b93cf-2e49-445d-8dd3-2c30e833b5f8"
"2022-05-12"	"627d99345fe748bfd151d326"	"23:32:24.014"	"71.198.157.78"	10.9	278.5	83.3	"Carmel Valley, CA"	36.4751	-121.7212	"Comcast Cable Communications, LLC"	0	"5d8dd32c-30e8-43b5-b846-2c2703841fc1"
"2022-06-06"	"629929c719adcabfb39c89e2"	"21:00:45.876"	"129.170.195.202"	7645.5	1978.5	2.1	"Hanover, NH"	43.70733601526087	-72.28820981112769	"Dartmouth College"	0	"dee10fd9-a50d-4273-bb04-444cff6d1d60"
"2022-06-02"	"62992d87fdbce92dda7dc5ef"	"21:35:50.750"	"73.149.42.145"	12.5	114.1	36.9	"Hanover, NH"	43.7019	-72.2827	"Comcast Cable Communications"	0	"2c30e833-b5f8-462c-a703-841fc1b87530"
"2022-06-06"	"629a4eb6bc338a6eac99d934"	"20:17:13.137"	"24.2.150.178"	12.8	119.4	37.2	"West Lebanon, NH"	43.644	-72.3007	"Comcast Cable Communications, LLC"	0	"191dcda7-98f9-40f1-998d-4346128a29cd"
"2022-06-04"	"629b90097590ad8a13afc238"	"17:01:16.217"	"69.59.65.15"	23.9	118	91	"Sandpoint, ID"	48.28005490091578	-116.54835697312717	"Northland Cable Television Inc."	0	"c31115a2-75ed-47ba-ac4c-6dcd03c7c953"
"2022-06-16"	"62ab86091c3961b8ec9b1979"	"19:34:53.502"	"24.2.150.178"	8.3	45.8	35.5	"West Lebanon, NH"	43.644	-72.3007	"Comcast Cable Communications, LLC"	0	"191dcda7-98f9-40f1-998d-4346128a29cd"
"2022-07-02"	"62c05227267e300004e8cad7"	"14:10:35.505"		0	16.05	55	"WALTERS FALLS, ON"	44.491707793700755	-80.70146881484068		0	"8a0474d598fab7acd44a8c6a5441ed7fe74b06ed4866cbcd71e48c0c2f1fb111"
